Datetime,Event,Date,Time,Cur.,Imp.,Actual,Forecast,Previous
2024-07-18 12:30:00,Jobless Claims 4-Week Avg.,"Thursday, July 18, 2024",12:30,USD,,234.75K,,233.75K
2024-07-18 12:30:00,Continuing Jobless Claims,"Thursday, July 18, 2024",12:30,USD,,"1,867K","1,860K","1,847K"
2024-07-18 12:30:00,Philly Fed Business Conditions (Jul),"Thursday, July 18, 2024",12:30,USD,,38.7,,13.8
2024-07-18 14:00:00,US Leading Index (MoM) (Jun),"Thursday, July 18, 2024",14:00,USD,,-0.20%,-0.30%,-0.40%
2024-07-18 14:30:00,Natural Gas Storage,"Thursday, July 18, 2024",14:30,USD,,10B,27B,65B
2024-07-18 15:30:00,8-Week Bill Auction,"Thursday, July 18, 2024",15:30,USD,,5.26%,,5.26%
2024-07-18 15:30:00,4-Week Bill Auction,"Thursday, July 18, 2024",15:30,USD,,5.27%,,5.27%
2024-07-18 17:00:00,10-Year TIPS Auction,"Thursday, July 18, 2024",17:00,USD,,1.88%,,2.18%
2024-07-18 17:45:00,Fed Logan Speaks,"Thursday, July 18, 2024",17:45,USD,,,,
2024-07-18 20:00:00,"US Foreign Buying, T-bonds (May)","Thursday, July 18, 2024",20:00,USD,,45.90B,,76.50B
2024-07-18 20:00:00,Overall Net Capital Flow (May),"Thursday, July 18, 2024",20:00,USD,,15.80B,,64.20B
2024-07-18 20:00:00,TIC Net Long-Term Transactions (May),"Thursday, July 18, 2024",20:00,USD,,-54.6B,98.4B,123.3B
2024-07-18 20:00:00,TIC Net Long-Term Transactions including Swaps (May),"Thursday, July 18, 2024",20:00,USD,,-54.60B,,123.30B
2024-07-18 20:30:00,Fed's Balance Sheet,"Thursday, July 18, 2024",20:30,USD,,"7,208B",,"7,224B"
2024-07-18 20:30:00,Reserve Balances with Federal Reserve Banks,"Thursday, July 18, 2024",20:30,USD,,3.322T,,3.341T
2024-07-18 22:05:00,FOMC Member Daly Speaks,"Thursday, July 18, 2024",22:05,USD,,,,
2024-07-18 23:45:00,FOMC Member Bowman Speaks,"Thursday, July 18, 2024",23:45,USD,,,,
2024-07-19 14:40:00,FOMC Member Williams Speaks,"Friday, July 19, 2024",14:40,USD,,,,
2024-07-19 16:45:00,FOMC Member Bostic Speaks,"Friday, July 19, 2024",16:45,USD,,,,
2024-07-19 17:00:00,U.S. Baker Hughes Oil Rig Count,"Friday, July 19, 2024",17:00,USD,,477,,478
2024-07-19 17:00:00,U.S. Baker Hughes Total Rig Count,"Friday, July 19, 2024",17:00,USD,,586,,584
2024-07-19 19:30:00,CFTC Wheat speculative net positions,"Friday, July 19, 2024",19:30,USD,,-36.1K,,-34.8K
2024-07-19 19:30:00,CFTC Soybeans speculative net positions,"Friday, July 19, 2024",19:30,USD,,-161.5K,,-150.2K
2024-07-19 19:30:00,CFTC S&P 500 speculative net positions,"Friday, July 19, 2024",19:30,USD,,-55.0K,,-55.0K
2024-07-19 19:30:00,CFTC Natural Gas speculative net positions,"Friday, July 19, 2024",19:30,USD,,-93.5K,,-105.5K
2024-07-19 19:30:00,CFTC Nasdaq 100 speculative net positions,"Friday, July 19, 2024",19:30,USD,,5.2K,,5.2K
2024-07-19 19:30:00,CFTC Silver speculative net positions,"Friday, July 19, 2024",19:30,USD,,61.1K,,61.1K
2024-07-19 19:30:00,CFTC Crude Oil speculative net positions,"Friday, July 19, 2024",19:30,USD,,287.6K,,283.9K
2024-07-19 19:30:00,CFTC Corn speculative net positions,"Friday, July 19, 2024",19:30,USD,,-238.8K,,-239.9K
2024-07-19 19:30:00,CFTC Copper speculative net positions,"Friday, July 19, 2024",19:30,USD,,56.0K,,56.0K
2024-07-19 19:30:00,CFTC Aluminium speculative net positions,"Friday, July 19, 2024",19:30,USD,,2.2K,,2.2K
2024-07-19 19:30:00,CFTC Gold speculative net positions,"Friday, July 19, 2024",19:30,USD,,254.8K,,254.8K
2024-07-22 12:30:00,Chicago Fed National Activity (Jun),"Monday, July 22, 2024",12:30,USD,,0.05,-0.09,0.23
2024-07-22 15:30:00,3-Month Bill Auction,"Monday, July 22, 2024",15:30,USD,,5.19%,,5.20%
2024-07-22 15:30:00,6-Month Bill Auction,"Monday, July 22, 2024",15:30,USD,,4.99%,,4.99%
2024-07-23 12:55:00,Redbook (YoY),"Tuesday, July 23, 2024",12:55,USD,,4.90%,,4.80%
2024-07-23 14:00:00,Richmond Services Index (Jul),"Tuesday, July 23, 2024",14:00,USD,,5,,-7
2024-07-23 14:00:00,Richmond Manufacturing Index (Jul),"Tuesday, July 23, 2024",14:00,USD,,-17,-7,-10
2024-07-23 14:00:00,Richmond Manufacturing Shipments (Jul),"Tuesday, July 23, 2024",14:00,USD,,-21,,-9
2024-07-23 14:00:00,Existing Home Sales (Jun),"Tuesday, July 23, 2024",14:00,USD,,3.89M,3.99M,4.11M
2024-07-23 14:00:00,Existing Home Sales (MoM) (Jun),"Tuesday, July 23, 2024",14:00,USD,,-5.40%,,-0.70%
2024-07-23 17:00:00,2-Year Note Auction,"Tuesday, July 23, 2024",17:00,USD,,4.43%,,4.71%
2024-07-23 17:00:00,M2 Money Supply (MoM) (Jun),"Tuesday, July 23, 2024",17:00,USD,,21.03T,,20.96T
2024-07-23 20:30:00,API Weekly Crude Oil Stock,"Tuesday, July 23, 2024",20:30,USD,,-3.900M,-2.470M,-4.440M
2024-07-24 08:05:00,Fed Logan Speaks,"Wednesday, July 24, 2024",8:05,USD,,,,
2024-07-24 11:00:00,MBA 30-Year Mortgage Rate,"Wednesday, July 24, 2024",11:00,USD,,6.82%,,6.87%
2024-07-24 11:00:00,MBA Mortgage Applications (WoW),"Wednesday, July 24, 2024",11:00,USD,,-2.20%,,3.90%
2024-07-24 11:00:00,MBA Purchase Index,"Wednesday, July 24, 2024",11:00,USD,,134.8,,140.4
2024-07-24 11:00:00,Mortgage Market Index,"Wednesday, July 24, 2024",11:00,USD,,209.3,,214.1
2024-07-24 11:00:00,Mortgage Refinance Index,"Wednesday, July 24, 2024",11:00,USD,,614.9,,613
2024-07-24 12:30:00,Wholesale Inventories (MoM),"Wednesday, July 24, 2024",12:30,USD,,0.20%,0.50%,0.60%
2024-07-24 12:30:00,Retail Inventories Ex Auto (Jun),"Wednesday, July 24, 2024",12:30,USD,,0.20%,,-0.10%
2024-07-24 12:30:00,Building Permits (MoM),"Wednesday, July 24, 2024",12:30,USD,,3.90%,3.40%,-2.80%
2024-07-24 12:30:00,Building Permits,"Wednesday, July 24, 2024",12:30,USD,,1.454M,1.446M,1.399M
2024-07-24 12:30:00,Goods Trade Balance (Jun),"Wednesday, July 24, 2024",12:30,USD,,-96.84B,-98.80B,-99.40B
2024-07-24 13:45:00,S&P Global US Manufacturing PMI (Jul),"Wednesday, July 24, 2024",13:45,USD,,49.5,51.7,51.6
2024-07-24 13:45:00,S&P Global Composite PMI (Jul),"Wednesday, July 24, 2024",13:45,USD,,55,54.2,54.8
2024-07-24 13:45:00,S&P Global Services PMI (Jul),"Wednesday, July 24, 2024",13:45,USD,,56,54.7,55.3
2024-07-24 14:00:00,New Home Sales (MoM) (Jun),"Wednesday, July 24, 2024",14:00,USD,,-0.60%,,-14.90%
2024-07-24 14:00:00,New Home Sales (Jun),"Wednesday, July 24, 2024",14:00,USD,,617K,639K,621K
2024-07-24 14:30:00,Gasoline Inventories,"Wednesday, July 24, 2024",14:30,USD,,-5.572M,,3.328M
2024-07-24 14:30:00,EIA Weekly Refinery Utilization Rates (WoW),"Wednesday, July 24, 2024",14:30,USD,,-2.10%,,-1.70%
2024-07-24 14:30:00,Heating Oil Stockpiles,"Wednesday, July 24, 2024",14:30,USD,,-0.489M,,0.252M
2024-07-24 14:30:00,Gasoline Production,"Wednesday, July 24, 2024",14:30,USD,,0.664M,,-0.751M
2024-07-24 14:30:00,EIA Weekly Distillates Stocks,"Wednesday, July 24, 2024",14:30,USD,,-2.753M,,3.454M
2024-07-24 14:30:00,Cushing Crude Oil Inventories,"Wednesday, July 24, 2024",14:30,USD,,-1.708M,,-0.875M
2024-07-24 14:30:00,Crude Oil Imports,"Wednesday, July 24, 2024",14:30,USD,,-0.388M,,0.312M
2024-07-24 14:30:00,EIA Refinery Crude Runs (WoW),"Wednesday, July 24, 2024",14:30,USD,,-0.521M,,-0.181M
2024-07-24 14:30:00,Crude Oil Inventories,"Wednesday, July 24, 2024",14:30,USD,,-3.741M,-2.600M,-4.870M
2024-07-24 14:30:00,Distillate Fuel Production,"Wednesday, July 24, 2024",14:30,USD,,-0.292M,,0.101M
2024-07-24 16:00:00,Atlanta Fed GDPNow (Q2),"Wednesday, July 24, 2024",16:00,USD,,2.60%,2.70%,2.70%
2024-07-24 17:00:00,5-Year Note Auction,"Wednesday, July 24, 2024",17:00,USD,,4.12%,,4.33%
2024-07-24 20:05:00,Fed Logan Speaks,"Wednesday, July 24, 2024",20:05,USD,,,,
2024-07-24 20:05:00,FOMC Member Bowman Speaks,"Wednesday, July 24, 2024",20:05,USD,,,,
2024-07-25 00:00:00,U.S. President Biden Speaks,"Thursday, July 25, 2024",0:00,USD,,,,
2024-07-25 12:30:00,Continuing Jobless Claims,"Thursday, July 25, 2024",12:30,USD,,"1,851K","1,860K","1,860K"
2024-07-25 12:30:00,Real Consumer Spending (Q2),"Thursday, July 25, 2024",12:30,USD,,2.30%,,1.50%
2024-07-25 12:30:00,PCE Prices (Q2),"Thursday, July 25, 2024",12:30,USD,,2.60%,,3.40%
2024-07-25 12:30:00,Jobless Claims 4-Week Avg.,"Thursday, July 25, 2024",12:30,USD,,235.50K,,235.25K
2024-07-25 12:30:00,Goods Orders Non Defense Ex Air (MoM) (Jun),"Thursday, July 25, 2024",12:30,USD,,1.00%,0.20%,-0.90%
2024-07-25 12:30:00,GDP Sales (Q2),"Thursday, July 25, 2024",12:30,USD,,2.00%,,1.80%
2024-07-25 12:30:00,Initial Jobless Claims,"Thursday, July 25, 2024",12:30,USD,,235K,237K,245K
2024-07-25 12:30:00,GDP (QoQ) (Q2),"Thursday, July 25, 2024",12:30,USD,,2.80%,2.00%,1.40%
2024-07-25 12:30:00,Durables Excluding Defense (MoM) (Jun),"Thursday, July 25, 2024",12:30,USD,,-7.00%,,-0.20%
2024-07-25 12:30:00,Durable Goods Orders (MoM) (Jun),"Thursday, July 25, 2024",12:30,USD,,-6.60%,0.30%,0.10%
2024-07-25 12:30:00,Core PCE Prices (Q2),"Thursday, July 25, 2024",12:30,USD,,2.90%,2.70%,3.70%
2024-07-25 12:30:00,Core Durable Goods Orders (MoM) (Jun),"Thursday, July 25, 2024",12:30,USD,,0.50%,0.20%,-0.10%
2024-07-25 12:30:00,GDP Price Index (QoQ) (Q2),"Thursday, July 25, 2024",12:30,USD,,2.30%,2.60%,3.10%
2024-07-25 14:30:00,Natural Gas Storage,"Thursday, July 25, 2024",14:30,USD,,22B,13B,10B
2024-07-25 15:00:00,KC Fed Composite Index (Jul),"Thursday, July 25, 2024",15:00,USD,,-13,,-8
2024-07-25 15:00:00,KC Fed Manufacturing Index (Jul),"Thursday, July 25, 2024",15:00,USD,,-12,,-11
2024-07-25 15:30:00,8-Week Bill Auction,"Thursday, July 25, 2024",15:30,USD,,5.26%,,5.26%
2024-07-25 15:30:00,4-Week Bill Auction,"Thursday, July 25, 2024",15:30,USD,,5.29%,,5.27%
2024-07-25 17:00:00,7-Year Note Auction,"Thursday, July 25, 2024",17:00,USD,,4.16%,,4.28%
2024-07-25 20:30:00,Reserve Balances with Federal Reserve Banks,"Thursday, July 25, 2024",20:30,USD,,3.276T,,3.322T
2024-07-25 20:30:00,Fed's Balance Sheet,"Thursday, July 25, 2024",20:30,USD,,"7,205B",,"7,208B"
2024-07-26 12:30:00,Core PCE Price Index (MoM) (Jun),"Friday, July 26, 2024",12:30,USD,,0.20%,0.20%,0.10%
2024-07-26 12:30:00,Core PCE Price Index (YoY) (Jun),"Friday, July 26, 2024",12:30,USD,,2.60%,2.50%,2.60%
2024-07-26 12:30:00,PCE price index (MoM) (Jun),"Friday, July 26, 2024",12:30,USD,,0.10%,0.10%,0.00%
2024-07-26 12:30:00,PCE Price index (YoY) (Jun),"Friday, July 26, 2024",12:30,USD,,2.50%,2.50%,2.60%
2024-07-26 12:30:00,Personal Income (MoM) (Jun),"Friday, July 26, 2024",12:30,USD,,0.20%,0.40%,0.40%
2024-07-26 12:30:00,Personal Spending (MoM) (Jun),"Friday, July 26, 2024",12:30,USD,,0.30%,0.30%,0.40%
2024-07-26 12:30:00,Real Personal Consumption (MoM) (Jun),"Friday, July 26, 2024",12:30,USD,,0.20%,,0.40%
2024-07-26 13:00:00,Dallas Fed PCE (Jun),"Friday, July 26, 2024",13:00,USD,,1.70%,,2.60%
2024-07-26 14:00:00,Michigan Current Conditions (Jul),"Friday, July 26, 2024",14:00,USD,,62.7,64.1,65.9
2024-07-26 14:00:00,Michigan Consumer Sentiment (Jul),"Friday, July 26, 2024",14:00,USD,,66.4,66,68.2
2024-07-26 14:00:00,Michigan 5-Year Inflation Expectations (Jul),"Friday, July 26, 2024",14:00,USD,,3.00%,2.90%,3.00%
2024-07-26 14:00:00,Michigan 1-Year Inflation Expectations (Jul),"Friday, July 26, 2024",14:00,USD,,2.90%,2.90%,3.00%
2024-07-26 14:00:00,Michigan Consumer Expectations (Jul),"Friday, July 26, 2024",14:00,USD,,68.8,67.2,69.6
2024-07-26 14:30:00,Atlanta Fed GDPNow (Q3),"Friday, July 26, 2024",14:30,USD,,2.80%,,
2024-07-26 17:00:00,U.S. Baker Hughes Total Rig Count,"Friday, July 26, 2024",17:00,USD,,589,,586
2024-07-26 17:00:00,U.S. Baker Hughes Oil Rig Count,"Friday, July 26, 2024",17:00,USD,,482,,477
2024-07-26 19:30:00,CFTC Silver speculative net positions,"Friday, July 26, 2024",19:30,USD,,51.4K,,61.1K
2024-07-26 19:30:00,CFTC S&P 500 speculative net positions,"Friday, July 26, 2024",19:30,USD,,-13.2K,,-55.0K
2024-07-26 19:30:00,CFTC Wheat speculative net positions,"Friday, July 26, 2024",19:30,USD,,-34.6K,,-36.1K
2024-07-26 19:30:00,CFTC Soybeans speculative net positions,"Friday, July 26, 2024",19:30,USD,,-138.4K,,-161.5K
2024-07-26 19:30:00,CFTC Nasdaq 100 speculative net positions,"Friday, July 26, 2024",19:30,USD,,-0.6K,,5.2K
2024-07-26 19:30:00,CFTC Natural Gas speculative net positions,"Friday, July 26, 2024",19:30,USD,,-88.4K,,-93.5K
2024-07-26 19:30:00,CFTC Gold speculative net positions,"Friday, July 26, 2024",19:30,USD,,273.1K,,254.8K
2024-07-26 19:30:00,CFTC Crude Oil speculative net positions,"Friday, July 26, 2024",19:30,USD,,276.0K,,287.6K
2024-07-26 19:30:00,CFTC Corn speculative net positions,"Friday, July 26, 2024",19:30,USD,,-222.0K,,-238.8K
2024-07-26 19:30:00,CFTC Copper speculative net positions,"Friday, July 26, 2024",19:30,USD,,42.2K,,56.0K
2024-07-26 19:30:00,CFTC Aluminium speculative net positions,"Friday, July 26, 2024",19:30,USD,,2.8K,,2.2K
2024-07-29 14:30:00,Dallas Fed Mfg Business Index (Jul),"Monday, July 29, 2024",14:30,USD,,-17.5,,-15.1
2024-07-29 15:30:00,3-Month Bill Auction,"Monday, July 29, 2024",15:30,USD,,5.15%,,5.19%
2024-07-29 15:30:00,6-Month Bill Auction,"Monday, July 29, 2024",15:30,USD,,4.93%,,4.99%
2024-07-30 12:55:00,Redbook (YoY),"Tuesday, July 30, 2024",12:55,USD,,4.50%,,4.90%
2024-07-30 13:00:00,S&P/CS HPI Composite - 20 n.s.a. (YoY) (May),"Tuesday, July 30, 2024",13:00,USD,,6.80%,6.50%,7.30%
2024-07-30 13:00:00,S&P/CS HPI Composite - 20 n.s.a. (MoM) (May),"Tuesday, July 30, 2024",13:00,USD,,1.00%,,1.40%
2024-07-30 13:00:00,S&P/CS HPI Composite - 20 s.a. (MoM) (May),"Tuesday, July 30, 2024",13:00,USD,,0.30%,0.30%,0.40%
2024-07-30 13:00:00,House Price Index (May),"Tuesday, July 30, 2024",13:00,USD,,424.6,,424.7
2024-07-30 13:00:00,House Price Index (MoM) (May),"Tuesday, July 30, 2024",13:00,USD,,0.00%,0.20%,0.30%
2024-07-30 13:00:00,House Price Index (YoY) (May),"Tuesday, July 30, 2024",13:00,USD,,5.70%,,6.50%
2024-07-30 14:00:00,CB Consumer Confidence (Jul),"Tuesday, July 30, 2024",14:00,USD,,100.3,99.7,97.8
2024-07-30 14:00:00,JOLTs Job Openings (Jun),"Tuesday, July 30, 2024",14:00,USD,,8.184M,8.020M,8.230M
2024-07-30 14:30:00,Dallas Fed Services Revenues (Jul),"Tuesday, July 30, 2024",14:30,USD,,7.7,,1.9
2024-07-30 14:30:00,Texas Services Sector Outlook (Jul),"Tuesday, July 30, 2024",14:30,USD,,-0.1,,-4.1
2024-07-30 20:30:00,API Weekly Crude Oil Stock,"Tuesday, July 30, 2024",20:30,USD,,-4.495M,,-3.900M
2024-07-31 11:00:00,Mortgage Refinance Index,"Wednesday, July 31, 2024",11:00,USD,,570.7,,614.9
2024-07-31 11:00:00,Mortgage Market Index,"Wednesday, July 31, 2024",11:00,USD,,201.2,,209.3
2024-07-31 11:00:00,MBA Purchase Index,"Wednesday, July 31, 2024",11:00,USD,,132.8,,134.8
2024-07-31 11:00:00,MBA 30-Year Mortgage Rate,"Wednesday, July 31, 2024",11:00,USD,,6.82%,,6.82%
2024-07-31 11:00:00,MBA Mortgage Applications (WoW),"Wednesday, July 31, 2024",11:00,USD,,-3.90%,,-2.20%
2024-07-31 12:15:00,ADP Nonfarm Employment Change (Jul),"Wednesday, July 31, 2024",12:15,USD,,122K,147K,155K
2024-07-31 12:30:00,Employment Benefits (QoQ) (Q2),"Wednesday, July 31, 2024",12:30,USD,,1.00%,,1.10%
2024-07-31 12:30:00,Employment Cost Index (QoQ) (Q2),"Wednesday, July 31, 2024",12:30,USD,,0.90%,1.00%,1.20%
2024-07-31 12:30:00,Employment Wages (QoQ) (Q2),"Wednesday, July 31, 2024",12:30,USD,,0.90%,,1.10%
2024-07-31 13:45:00,Chicago PMI (Jul),"Wednesday, July 31, 2024",13:45,USD,,45.3,44.8,47.4
2024-07-31 14:00:00,Pending Home Sales (MoM) (Jun),"Wednesday, July 31, 2024",14:00,USD,,4.80%,1.40%,-1.90%
2024-07-31 14:00:00,Pending Home Sales Index (Jun),"Wednesday, July 31, 2024",14:00,USD,,74.3,,70.9
2024-07-31 14:30:00,EIA Weekly Refinery Utilization Rates (WoW),"Wednesday, July 31, 2024",14:30,USD,,-1.50%,,-2.10%
2024-07-31 14:30:00,Heating Oil Stockpiles,"Wednesday, July 31, 2024",14:30,USD,,0.158M,,-0.489M
2024-07-31 14:30:00,Gasoline Production,"Wednesday, July 31, 2024",14:30,USD,,-0.205M,,0.664M
2024-07-31 14:30:00,EIA Weekly Distillates Stocks,"Wednesday, July 31, 2024",14:30,USD,,1.534M,,-2.753M
2024-07-31 14:30:00,Crude Oil Inventories,"Wednesday, July 31, 2024",14:30,USD,,-3.436M,-1.600M,-3.741M
2024-07-31 14:30:00,Cushing Crude Oil Inventories,"Wednesday, July 31, 2024",14:30,USD,,-1.106M,,-1.708M
2024-07-31 14:30:00,Crude Oil Imports,"Wednesday, July 31, 2024",14:30,USD,,-0.651M,,-0.388M
2024-07-31 14:30:00,EIA Refinery Crude Runs (WoW),"Wednesday, July 31, 2024",14:30,USD,,-0.257M,,-0.521M
2024-07-31 14:30:00,Distillate Fuel Production,"Wednesday, July 31, 2024",14:30,USD,,0.043M,,-0.292M
2024-07-31 14:30:00,Gasoline Inventories,"Wednesday, July 31, 2024",14:30,USD,,-3.665M,,-5.572M
2024-07-31 18:00:00,Fed Interest Rate Decision,"Wednesday, July 31, 2024",18:00,USD,,5.50%,5.50%,5.50%
2024-07-31 18:00:00,FOMC Statement,"Wednesday, July 31, 2024",18:00,USD,,,,
2024-07-31 18:30:00,FOMC Press Conference,"Wednesday, July 31, 2024",18:30,USD,,,,
